,AAPL,MSFT,XOM
2009-01-16 00:00:00,82.33,18.52,73.04
2009-01-20 00:00:00,78.2,17.36,71.34
2009-01-21 00:00:00,82.83,18.21,74.12
2009-01-22 00:00:00,88.36,16.07,73.16
2009-01-23 00:00:00,88.36,16.16,72.98
2009-01-26 00:00:00,89.64,16.56,73.5
2009-01-27 00:00:00,90.73,16.59,73.8
2009-01-28 00:00:00,94.2,16.95,74.11
2009-01-29 00:00:00,93.0,16.52,72.01
2009-01-30 00:00:00,90.13,16.06,71.52
2009-02-02 00:00:00,91.51,16.75,71.72
2009-02-03 00:00:00,92.98,17.38,73.05
2009-02-04 00:00:00,93.55,17.5,72.62
2009-02-05 00:00:00,96.46,17.89,74.61
2009-02-06 00:00:00,99.72,18.47,75.51
2009-02-09 00:00:00,102.51,18.26,74.7
2009-02-10 00:00:00,97.83,17.66,71.56
2009-02-11 00:00:00,96.82,18.05,70.1
2009-02-12 00:00:00,99.27,18.09,70.7
2009-02-13 00:00:00,99.16,17.93,70.1
2009-02-17 00:00:00,94.53,17.11,66.99
2009-02-18 00:00:00,94.37,17.14,67.61
2009-02-19 00:00:00,90.64,16.94,67.82
2009-02-20 00:00:00,91.2,17.03,66.95
2009-02-23 00:00:00,86.95,16.28,65.13
2009-02-24 00:00:00,90.25,16.24,67.76
2009-02-25 00:00:00,91.16,16.04,67.72
2009-02-26 00:00:00,89.19,15.53,66.68
2009-02-27 00:00:00,89.31,15.28,63.82
2009-03-02 00:00:00,87.94,14.93,61.01
2009-03-03 00:00:00,88.37,15.02,60.49
2009-03-04 00:00:00,91.17,15.25,61.73
2009-03-05 00:00:00,88.84,14.44,58.48
2009-03-06 00:00:00,85.3,14.45,60.18
2009-03-09 00:00:00,83.11,14.33,60.69
2009-03-10 00:00:00,88.63,15.59,63.34
2009-03-11 00:00:00,92.68,16.18,61.82
2009-03-12 00:00:00,96.35,16.09,63.11
2009-03-13 00:00:00,95.93,15.75,63.16
2009-03-16 00:00:00,95.42,15.37,62.94
2009-03-17 00:00:00,99.66,15.98,64.94
2009-03-18 00:00:00,101.52,16.04,65.01
2009-03-19 00:00:00,101.62,16.21,64.22
2009-03-20 00:00:00,101.59,16.14,62.12
2009-03-23 00:00:00,107.66,17.34,66.29
2009-03-24 00:00:00,106.5,16.96,65.21
2009-03-25 00:00:00,106.49,16.91,65.94
2009-03-26 00:00:00,109.87,17.81,66.95
2009-03-27 00:00:00,106.85,17.15,65.77
2009-03-30 00:00:00,104.49,16.53,64.5
2009-03-31 00:00:00,105.12,17.38,64.01
2009-04-01 00:00:00,108.69,18.26,65.07
2009-04-02 00:00:00,112.71,18.25,66.03
2009-04-03 00:00:00,115.99,17.73,66.2
2009-04-06 00:00:00,118.45,17.74,65.84
2009-04-07 00:00:00,115.0,17.74,64.58
2009-04-08 00:00:00,116.32,18.15,64.81
2009-04-09 00:00:00,119.57,18.6,65.64
2009-04-13 00:00:00,120.22,18.53,63.93
2009-04-14 00:00:00,118.31,18.3,63.63
2009-04-15 00:00:00,117.64,17.81,64.04
2009-04-16 00:00:00,121.45,18.69,63.36
2009-04-17 00:00:00,123.42,18.16,62.74
2009-04-20 00:00:00,120.5,17.6,61.36
2009-04-21 00:00:00,121.76,17.94,62.25
2009-04-22 00:00:00,121.51,17.76,60.86
2009-04-23 00:00:00,125.4,17.9,61.76
2009-04-24 00:00:00,123.9,19.78,62.57
2009-04-27 00:00:00,124.73,19.3,62.15
2009-04-28 00:00:00,123.9,18.85,63.05
2009-04-29 00:00:00,125.14,19.15,64.32
2009-04-30 00:00:00,125.83,19.16,62.66
2009-05-01 00:00:00,127.24,19.14,63.92
2009-05-04 00:00:00,132.07,19.1,64.1
2009-05-05 00:00:00,132.71,18.72,63.58
2009-05-06 00:00:00,132.5,18.72,64.46
2009-05-07 00:00:00,129.06,18.27,64.79
2009-05-08 00:00:00,129.19,18.37,66.54
2009-05-11 00:00:00,129.57,18.27,65.49
2009-05-12 00:00:00,124.42,18.81,66.96
2009-05-13 00:00:00,119.49,18.68,65.97
2009-05-14 00:00:00,122.95,18.97,65.96
2009-05-15 00:00:00,122.42,19.12,65.34
2009-05-18 00:00:00,126.65,19.48,66.66
2009-05-19 00:00:00,127.45,19.33,66.68
2009-05-20 00:00:00,125.87,19.4,65.81
2009-05-21 00:00:00,124.18,18.87,64.66
2009-05-22 00:00:00,122.5,18.8,65.08
2009-05-26 00:00:00,130.78,19.36,66.0
2009-05-27 00:00:00,133.05,19.16,64.58
2009-05-28 00:00:00,135.07,19.47,65.46
2009-05-29 00:00:00,135.81,19.88,65.57
2009-06-01 00:00:00,139.35,20.37,67.85
2009-06-02 00:00:00,139.49,20.37,68.94
2009-06-03 00:00:00,140.95,20.68,68.15
2009-06-04 00:00:00,143.74,20.78,69.0
2009-06-05 00:00:00,144.67,21.07,68.99
2009-06-08 00:00:00,143.85,20.99,69.18
2009-06-09 00:00:00,142.72,21.02,69.13
2009-06-10 00:00:00,140.25,21.46,69.81
2009-06-11 00:00:00,139.95,21.73,70.01
2009-06-12 00:00:00,136.97,22.21,69.76
2009-06-15 00:00:00,136.09,22.29,68.84
2009-06-16 00:00:00,136.35,22.32,67.72
2009-06-17 00:00:00,135.58,22.54,67.53
2009-06-18 00:00:00,135.88,22.37,67.54
2009-06-19 00:00:00,139.48,22.91,67.18
2009-06-22 00:00:00,137.37,22.16,65.09
2009-06-23 00:00:00,134.01,22.22,65.19
2009-06-24 00:00:00,136.22,22.34,64.72
2009-06-25 00:00:00,139.86,22.64,66.07
2009-06-26 00:00:00,142.44,22.23,65.29
2009-06-29 00:00:00,141.97,22.71,66.73
2009-06-30 00:00:00,142.43,22.63,66.1
2009-07-01 00:00:00,142.83,22.88,66.71
2009-07-02 00:00:00,140.02,22.24,64.76
2009-07-06 00:00:00,138.61,22.08,64.39
2009-07-07 00:00:00,135.4,21.45,62.93
2009-07-08 00:00:00,137.22,21.47,62.65
2009-07-09 00:00:00,136.36,21.36,62.37
2009-07-10 00:00:00,138.52,21.31,61.57
2009-07-13 00:00:00,142.34,22.11,62.12
2009-07-14 00:00:00,142.27,22.0,62.61
2009-07-15 00:00:00,146.88,22.96,64.71
2009-07-16 00:00:00,147.52,23.26,64.73
2009-07-17 00:00:00,151.75,23.12,64.78
2009-07-20 00:00:00,152.91,23.35,65.18
2009-07-21 00:00:00,151.51,23.63,66.63
2009-07-22 00:00:00,156.74,23.61,66.17
2009-07-23 00:00:00,157.82,24.33,67.71
2009-07-24 00:00:00,159.99,22.32,68.35
2009-07-27 00:00:00,160.1,22.0,68.78
2009-07-28 00:00:00,160.0,22.34,67.97
2009-07-29 00:00:00,160.03,22.65,67.54
2009-07-30 00:00:00,162.79,22.66,66.86
2009-07-31 00:00:00,163.39,22.39,66.55
2009-08-03 00:00:00,166.43,22.68,66.8
2009-08-04 00:00:00,165.55,22.63,66.75
2009-08-05 00:00:00,165.11,22.66,66.21
2009-08-06 00:00:00,163.91,22.33,65.93
2009-08-07 00:00:00,165.51,22.43,65.68
2009-08-10 00:00:00,164.72,22.29,65.41
2009-08-11 00:00:00,162.83,22.02,64.81
2009-08-12 00:00:00,165.31,22.4,65.74
2009-08-13 00:00:00,168.42,22.48,65.4
2009-08-14 00:00:00,166.78,22.55,64.88
2009-08-17 00:00:00,159.59,22.13,63.31
2009-08-18 00:00:00,164.0,22.57,63.25
2009-08-19 00:00:00,164.6,22.64,64.69
2009-08-20 00:00:00,166.33,22.66,65.25
2009-08-21 00:00:00,169.22,23.37,66.51
2009-08-24 00:00:00,169.06,23.59,67.82
2009-08-25 00:00:00,169.4,23.59,67.23
2009-08-26 00:00:00,167.41,23.5,67.89
2009-08-27 00:00:00,169.45,23.63,67.41
2009-08-28 00:00:00,170.05,23.62,66.7
2009-08-31 00:00:00,168.21,23.59,65.78
2009-09-01 00:00:00,165.3,22.97,65.08
2009-09-02 00:00:00,165.18,22.84,64.86
2009-09-03 00:00:00,166.55,23.08,64.93
2009-09-04 00:00:00,170.31,23.57,65.81
2009-09-08 00:00:00,172.93,23.76,67.21
2009-09-09 00:00:00,171.14,23.72,67.06
2009-09-10 00:00:00,172.56,23.93,67.21
2009-09-11 00:00:00,172.16,23.8,66.57
2009-09-14 00:00:00,173.72,23.93,66.59
2009-09-15 00:00:00,175.16,24.12,66.1
2009-09-16 00:00:00,181.87,24.12,66.91
2009-09-17 00:00:00,184.55,24.22,66.44
2009-09-18 00:00:00,185.02,24.18,66.58
2009-09-21 00:00:00,184.02,24.22,66.18
2009-09-22 00:00:00,184.48,24.67,66.43
2009-09-23 00:00:00,185.5,24.61,65.64
2009-09-24 00:00:00,183.82,24.83,65.57
2009-09-25 00:00:00,182.37,24.46,65.35
2009-09-28 00:00:00,186.15,24.72,66.2
2009-09-29 00:00:00,185.38,24.65,65.7
2009-09-30 00:00:00,185.35,24.62,65.27
2009-10-01 00:00:00,180.86,23.82,63.99
2009-10-02 00:00:00,184.9,23.89,63.33
2009-10-05 00:00:00,186.02,23.59,64.29
2009-10-06 00:00:00,190.01,24.04,65.31
2009-10-07 00:00:00,190.25,24.03,65.32
2009-10-08 00:00:00,189.27,24.57,65.68
2009-10-09 00:00:00,190.47,24.46,65.89
2009-10-12 00:00:00,190.81,24.62,66.71
2009-10-13 00:00:00,190.02,24.71,66.84
2009-10-14 00:00:00,191.29,24.85,68.34
2009-10-15 00:00:00,190.56,25.57,69.38
2009-10-16 00:00:00,188.05,25.37,69.56
2009-10-19 00:00:00,189.86,25.23,70.03
2009-10-20 00:00:00,198.76,25.24,69.46
2009-10-21 00:00:00,204.92,25.44,69.74
2009-10-22 00:00:00,205.2,25.45,70.81
2009-10-23 00:00:00,203.94,26.82,69.98
2009-10-26 00:00:00,202.48,27.45,69.66
2009-10-27 00:00:00,197.37,27.37,71.26
2009-10-28 00:00:00,192.4,26.82,70.24
2009-10-29 00:00:00,196.35,27.01,70.35
2009-10-30 00:00:00,188.5,26.54,68.18
2009-11-02 00:00:00,189.31,26.69,68.63
2009-11-03 00:00:00,188.75,26.35,68.24
2009-11-04 00:00:00,190.81,26.86,67.82
2009-11-05 00:00:00,194.03,27.25,68.97
2009-11-06 00:00:00,194.34,27.3,69.04
2009-11-09 00:00:00,201.46,27.75,69.7
2009-11-10 00:00:00,202.98,27.77,69.47
2009-11-11 00:00:00,203.25,27.87,69.76
2009-11-12 00:00:00,201.99,28.1,68.79
2009-11-13 00:00:00,204.45,28.36,69.34
2009-11-16 00:00:00,206.63,28.28,71.21
2009-11-17 00:00:00,207.0,28.84,71.79
2009-11-18 00:00:00,205.96,28.95,72.02
2009-11-19 00:00:00,200.51,28.63,71.42
2009-11-20 00:00:00,199.92,28.48,71.17
2009-11-23 00:00:00,205.88,28.79,72.43
2009-11-24 00:00:00,204.44,28.76,72.69
2009-11-25 00:00:00,204.19,28.64,73.17
2009-11-27 00:00:00,200.59,28.09,71.63
2009-11-30 00:00:00,199.91,28.28,71.83
2009-12-01 00:00:00,196.97,28.85,72.75
2009-12-02 00:00:00,196.23,28.63,72.52
2009-12-03 00:00:00,196.48,28.68,71.75
2009-12-04 00:00:00,193.32,28.82,71.04
2009-12-07 00:00:00,188.95,28.64,70.58
2009-12-08 00:00:00,189.87,28.43,69.8
2009-12-09 00:00:00,197.8,28.56,69.64
2009-12-10 00:00:00,196.43,28.72,69.27
2009-12-11 00:00:00,194.67,28.7,69.68
2009-12-14 00:00:00,196.98,28.95,66.68
2009-12-15 00:00:00,194.17,28.86,66.18
2009-12-16 00:00:00,195.03,28.94,65.47
2009-12-17 00:00:00,191.86,28.46,65.27
2009-12-18 00:00:00,195.43,29.19,65.26
2009-12-21 00:00:00,198.23,29.34,65.55
2009-12-22 00:00:00,200.36,29.63,65.61
2009-12-23 00:00:00,202.1,29.73,65.31
2009-12-24 00:00:00,209.04,29.8,65.69
2009-12-28 00:00:00,211.61,29.97,66.1
2009-12-29 00:00:00,209.1,30.18,65.87
2009-12-30 00:00:00,211.64,29.77,65.8
2009-12-31 00:00:00,210.73,29.3,65.24
2010-01-04 00:00:00,214.01,29.76,66.16
2010-01-05 00:00:00,214.38,29.77,66.42
2010-01-06 00:00:00,210.97,29.58,66.99
2010-01-07 00:00:00,210.58,29.28,66.78
2010-01-08 00:00:00,211.98,29.48,66.52
2010-01-11 00:00:00,210.11,29.1,67.26
2010-01-12 00:00:00,207.72,28.91,66.93
2010-01-13 00:00:00,210.65,29.18,66.66
2010-01-14 00:00:00,209.43,29.77,66.67
2010-01-15 00:00:00,205.93,29.67,66.12
2010-01-19 00:00:00,215.04,29.9,66.28
2010-01-20 00:00:00,211.73,29.41,65.09
2010-01-21 00:00:00,208.07,28.85,63.82
2010-01-22 00:00:00,197.75,27.84,63.24
2010-01-25 00:00:00,203.07,28.19,63.0
2010-01-26 00:00:00,205.94,28.36,63.07
2010-01-27 00:00:00,207.88,28.53,62.71
2010-01-28 00:00:00,199.29,28.04,62.15
2010-01-29 00:00:00,192.06,27.09,61.65
2010-02-01 00:00:00,194.73,27.31,63.32
2010-02-02 00:00:00,195.86,27.36,64.07
2010-02-03 00:00:00,199.23,27.53,63.72
2010-02-04 00:00:00,192.05,26.77,61.92
2010-02-05 00:00:00,195.46,26.94,62.0
2010-02-08 00:00:00,194.12,26.65,61.97
2010-02-09 00:00:00,196.19,26.93,62.79
2010-02-10 00:00:00,195.12,26.91,62.45
2010-02-11 00:00:00,198.67,27.04,62.83
2010-02-12 00:00:00,200.38,26.85,62.4
2010-02-16 00:00:00,203.4,27.38,63.83
2010-02-17 00:00:00,202.55,27.62,63.33
2010-02-18 00:00:00,202.93,27.98,63.52
2010-02-19 00:00:00,201.67,27.79,63.43
2010-02-22 00:00:00,200.42,27.75,62.98
2010-02-23 00:00:00,197.06,27.36,62.54
2010-02-24 00:00:00,200.66,27.65,63.13
2010-02-25 00:00:00,202.0,27.63,62.73
2010-02-26 00:00:00,204.62,27.69,62.6
2010-03-01 00:00:00,208.99,28.03,62.98
2010-03-02 00:00:00,208.85,27.49,63.07
2010-03-03 00:00:00,209.33,27.49,63.01
2010-03-04 00:00:00,210.71,27.65,62.98
2010-03-05 00:00:00,218.95,27.62,64.01
2010-03-08 00:00:00,219.08,27.65,64.02
2010-03-09 00:00:00,223.02,27.82,64.31
2010-03-10 00:00:00,224.84,27.98,64.73
2010-03-11 00:00:00,225.5,28.19,64.73
2010-03-12 00:00:00,226.6,28.27,64.33
2010-03-15 00:00:00,223.84,28.29,63.85
2010-03-16 00:00:00,224.45,28.37,64.11
2010-03-17 00:00:00,224.12,28.62,64.87
2010-03-18 00:00:00,224.65,28.6,64.9
2010-03-19 00:00:00,222.25,28.58,64.56
2010-03-22 00:00:00,224.75,28.59,64.49
2010-03-23 00:00:00,228.36,28.86,64.47
2010-03-24 00:00:00,229.37,28.64,64.04
2010-03-25 00:00:00,226.65,28.99,63.85
2010-03-26 00:00:00,230.9,28.65,64.08
2010-03-29 00:00:00,232.39,28.58,64.81
2010-03-30 00:00:00,235.85,28.76,64.57
2010-03-31 00:00:00,235.0,28.29,64.5
2010-04-01 00:00:00,235.97,28.17,65.11
2010-04-05 00:00:00,238.49,28.27,65.67
2010-04-06 00:00:00,239.54,28.32,65.39
2010-04-07 00:00:00,240.6,28.35,64.85
2010-04-08 00:00:00,239.95,28.9,65.35
2010-04-09 00:00:00,241.79,29.31,66.22
2010-04-12 00:00:00,242.29,29.29,66.17
2010-04-13 00:00:00,242.43,29.41,66.12
2010-04-14 00:00:00,245.69,29.77,66.07
2010-04-15 00:00:00,248.92,29.82,65.74
2010-04-16 00:00:00,247.4,29.63,65.42
2010-04-19 00:00:00,247.07,29.98,65.71
2010-04-20 00:00:00,244.59,30.29,66.42
2010-04-21 00:00:00,259.22,30.26,66.37
2010-04-22 00:00:00,266.47,30.32,66.03
2010-04-23 00:00:00,270.83,29.91,66.68
2010-04-26 00:00:00,269.5,30.05,66.73
2010-04-27 00:00:00,262.04,29.8,65.75
2010-04-28 00:00:00,261.6,29.86,66.63
2010-04-29 00:00:00,268.64,29.94,66.12
2010-04-30 00:00:00,261.09,29.5,65.26
2010-05-03 00:00:00,266.35,29.81,65.33
2010-05-04 00:00:00,258.68,29.1,64.01
2010-05-05 00:00:00,255.99,28.83,63.72
2010-05-06 00:00:00,246.25,27.99,61.53
2010-05-07 00:00:00,235.86,27.25,61.35
2010-05-10 00:00:00,253.99,27.95,62.82
2010-05-11 00:00:00,256.52,27.9,62.5
2010-05-12 00:00:00,262.09,28.44,62.93
2010-05-13 00:00:00,258.36,28.24,62.77
2010-05-14 00:00:00,253.82,27.94,61.66
2010-05-17 00:00:00,254.22,27.95,61.34
2010-05-18 00:00:00,252.36,27.75,60.88
2010-05-19 00:00:00,248.34,27.4,60.55
2010-05-20 00:00:00,237.76,26.3,58.49
2010-05-21 00:00:00,242.32,26.04,59.03
2010-05-24 00:00:00,246.76,25.49,58.36
2010-05-25 00:00:00,245.22,25.3,57.89
2010-05-26 00:00:00,244.11,24.27,57.51
2010-05-27 00:00:00,253.35,25.23,59.59
2010-05-28 00:00:00,256.88,25.03,58.62
2010-06-01 00:00:00,260.83,25.12,57.45
2010-06-02 00:00:00,263.95,25.67,58.92
2010-06-03 00:00:00,263.12,26.06,59.69
2010-06-04 00:00:00,255.96,25.02,57.72
2010-06-07 00:00:00,250.94,24.54,57.5
2010-06-08 00:00:00,249.33,24.36,59.38
2010-06-09 00:00:00,243.2,24.05,58.2
2010-06-10 00:00:00,250.51,24.26,60.01
2010-06-11 00:00:00,253.51,24.9,59.98
2010-06-14 00:00:00,254.28,24.74,59.5
2010-06-15 00:00:00,259.69,25.79,60.61
2010-06-16 00:00:00,267.25,25.54,60.61
2010-06-17 00:00:00,271.87,25.59,60.7
2010-06-18 00:00:00,274.07,25.65,61.18
2010-06-21 00:00:00,270.17,25.18,61.21
2010-06-22 00:00:00,273.85,25.0,60.06
2010-06-23 00:00:00,270.97,24.56,59.24
2010-06-24 00:00:00,269.0,24.26,58.24
2010-06-25 00:00:00,266.7,23.8,57.3
2010-06-28 00:00:00,268.3,23.59,56.69
2010-06-29 00:00:00,256.17,22.62,55.55
2010-06-30 00:00:00,251.53,22.33,55.33
2010-07-01 00:00:00,248.48,22.47,54.89
2010-07-02 00:00:00,246.94,22.58,54.85
2010-07-06 00:00:00,248.63,23.11,55.71
2010-07-07 00:00:00,258.67,23.58,56.65
2010-07-08 00:00:00,258.09,23.68,57.02
2010-07-09 00:00:00,259.62,23.55,56.99
2010-07-12 00:00:00,257.29,24.09,57.15
2010-07-13 00:00:00,251.8,24.38,57.61
2010-07-14 00:00:00,252.73,24.68,57.46
2010-07-15 00:00:00,251.45,24.75,57.47
2010-07-16 00:00:00,249.9,24.15,56.2
2010-07-19 00:00:00,245.58,24.48,56.65
2010-07-20 00:00:00,251.89,24.72,57.16
2010-07-21 00:00:00,254.24,24.37,56.4
2010-07-22 00:00:00,259.02,25.07,57.57
2010-07-23 00:00:00,259.94,25.04,57.9
2010-07-26 00:00:00,259.28,25.32,58.55
2010-07-27 00:00:00,264.08,25.38,58.96
2010-07-28 00:00:00,260.96,25.18,59.06
2010-07-29 00:00:00,258.11,25.26,58.5
2010-07-30 00:00:00,257.25,25.04,57.86
2010-08-02 00:00:00,261.85,25.55,60.06
2010-08-03 00:00:00,261.93,25.38,60.81
2010-08-04 00:00:00,262.98,24.97,60.81
2010-08-05 00:00:00,261.7,24.62,60.8
2010-08-06 00:00:00,260.09,24.79,60.08
2010-08-09 00:00:00,261.75,24.85,60.55
2010-08-10 00:00:00,259.41,24.33,60.05
2010-08-11 00:00:00,250.19,24.12,58.97
2010-08-12 00:00:00,251.79,23.76,58.82
2010-08-13 00:00:00,249.1,23.67,58.5
2010-08-16 00:00:00,247.64,23.77,58.47
2010-08-17 00:00:00,251.97,24.1,59.39
2010-08-18 00:00:00,253.07,24.21,58.74
2010-08-19 00:00:00,249.88,23.84,57.9
2010-08-20 00:00:00,249.64,23.64,57.51
2010-08-23 00:00:00,245.8,23.68,58.1
2010-08-24 00:00:00,239.93,23.45,57.56
2010-08-25 00:00:00,242.89,23.51,57.53
2010-08-26 00:00:00,240.28,23.24,57.11
2010-08-27 00:00:00,241.62,23.34,58.4
2010-08-30 00:00:00,242.5,23.06,57.61
2010-08-31 00:00:00,243.1,22.89,57.72
2010-09-01 00:00:00,250.33,23.31,59.48
2010-09-02 00:00:00,252.17,23.35,59.63
2010-09-03 00:00:00,258.77,23.69,59.88
2010-09-07 00:00:00,257.81,23.37,59.13
2010-09-08 00:00:00,262.92,23.34,59.32
2010-09-09 00:00:00,263.07,23.42,59.62
2010-09-10 00:00:00,263.41,23.26,59.76
2010-09-13 00:00:00,267.04,24.49,59.57
2010-09-14 00:00:00,268.06,24.42,59.58
2010-09-15 00:00:00,270.22,24.5,59.57
2010-09-16 00:00:00,276.57,24.71,59.54
2010-09-17 00:00:00,275.37,24.6,59.35
2010-09-20 00:00:00,283.23,24.81,60.1
2010-09-21 00:00:00,283.77,24.53,60.09
2010-09-22 00:00:00,287.75,24.01,60.01
2010-09-23 00:00:00,288.92,23.83,59.71
2010-09-24 00:00:00,292.32,24.17,60.3
2010-09-27 00:00:00,291.16,24.12,60.26
2010-09-28 00:00:00,286.86,24.07,60.6
2010-09-29 00:00:00,287.37,23.9,60.14
2010-09-30 00:00:00,283.75,23.89,60.34
2010-10-01 00:00:00,282.52,23.78,61.07
2010-10-04 00:00:00,278.64,23.32,60.73
2010-10-05 00:00:00,288.94,23.75,61.77
2010-10-06 00:00:00,289.19,23.83,62.44
2010-10-07 00:00:00,289.22,23.93,62.35
2010-10-08 00:00:00,294.07,23.97,62.87
2010-10-11 00:00:00,295.36,23.99,63.03
2010-10-12 00:00:00,298.54,24.22,63.18
2010-10-13 00:00:00,300.14,24.72,63.51
2010-10-14 00:00:00,302.31,24.61,63.77
2010-10-15 00:00:00,314.74,24.91,63.66
2010-10-18 00:00:00,318.0,25.19,64.72
2010-10-19 00:00:00,309.49,24.48,63.59
2010-10-20 00:00:00,310.53,24.69,64.46
2010-10-21 00:00:00,309.52,24.8,64.76
2010-10-22 00:00:00,307.47,24.76,64.78
2010-10-25 00:00:00,308.84,24.57,64.64
2010-10-26 00:00:00,308.05,25.26,64.97
2010-10-27 00:00:00,307.83,25.41,64.13
2010-10-28 00:00:00,305.24,25.64,64.66
2010-10-29 00:00:00,300.98,26.02,64.93
2010-11-01 00:00:00,304.18,26.29,65.38
2010-11-02 00:00:00,309.36,26.72,66.25
2010-11-03 00:00:00,312.8,26.37,66.37
2010-11-04 00:00:00,318.27,26.47,67.75
2010-11-05 00:00:00,317.13,26.19,68.36
2010-11-08 00:00:00,318.62,26.15,68.67
2010-11-09 00:00:00,316.08,26.29,69.41
2010-11-10 00:00:00,318.03,26.28,69.9
2010-11-11 00:00:00,316.65,26.03,70.58
2010-11-12 00:00:00,308.03,25.63,69.76
2010-11-15 00:00:00,307.04,25.56,69.26
2010-11-16 00:00:00,301.59,25.33,67.74
2010-11-17 00:00:00,300.5,25.1,67.81
2010-11-18 00:00:00,308.43,25.36,69.09
2010-11-19 00:00:00,306.73,25.21,69.32
2010-11-22 00:00:00,313.36,25.25,68.97
2010-11-23 00:00:00,308.73,24.65,67.78
2010-11-24 00:00:00,314.8,24.9,68.67
2010-11-26 00:00:00,315.0,24.78,68.03
2010-11-29 00:00:00,316.87,24.84,68.25
2010-11-30 00:00:00,311.15,24.79,68.35
2010-12-01 00:00:00,316.4,25.56,70.09
2010-12-02 00:00:00,318.15,26.39,70.24
2010-12-03 00:00:00,317.44,26.52,69.96
2010-12-06 00:00:00,320.15,26.34,70.07
2010-12-07 00:00:00,318.21,26.37,70.22
2010-12-08 00:00:00,321.01,26.73,70.6
2010-12-09 00:00:00,319.76,26.58,70.75
2010-12-10 00:00:00,320.56,26.83,70.93
2010-12-13 00:00:00,321.67,26.74,71.11
2010-12-14 00:00:00,320.29,27.11,70.93
2010-12-15 00:00:00,320.36,27.33,70.6
2010-12-16 00:00:00,321.25,27.47,70.97
2010-12-17 00:00:00,320.61,27.38,70.92
2010-12-20 00:00:00,322.21,27.29,70.97
2010-12-21 00:00:00,324.2,27.55,71.46
2010-12-22 00:00:00,325.16,27.67,71.54
2010-12-23 00:00:00,323.6,27.78,71.93
2010-12-27 00:00:00,324.68,27.55,71.74
2010-12-28 00:00:00,325.47,27.49,72.15
2010-12-29 00:00:00,325.29,27.45,72.1
2010-12-30 00:00:00,323.66,27.33,72.09
2010-12-31 00:00:00,322.56,27.39,71.85
2011-01-03 00:00:00,329.57,27.46,73.26
2011-01-04 00:00:00,331.29,27.57,73.6
2011-01-05 00:00:00,334.0,27.48,73.4
2011-01-06 00:00:00,333.73,28.29,73.88
2011-01-07 00:00:00,336.12,28.07,74.28
2011-01-10 00:00:00,342.45,27.7,73.83
2011-01-11 00:00:00,341.64,27.59,74.38
2011-01-12 00:00:00,344.42,28.02,75.25
2011-01-13 00:00:00,345.68,27.67,75.38
2011-01-14 00:00:00,348.48,27.78,76.49
2011-01-18 00:00:00,340.65,28.13,77.35
2011-01-19 00:00:00,338.84,27.94,76.88
2011-01-20 00:00:00,332.68,27.82,76.4
2011-01-21 00:00:00,326.72,27.5,77.61
2011-01-24 00:00:00,337.45,27.85,77.23
2011-01-25 00:00:00,341.4,27.92,77.32
2011-01-26 00:00:00,343.85,28.25,78.28
2011-01-27 00:00:00,343.21,28.33,78.49
2011-01-28 00:00:00,336.1,27.24,77.62
2011-01-31 00:00:00,339.32,27.22,79.28
2011-02-01 00:00:00,345.03,27.47,82.45
2011-02-02 00:00:00,344.32,27.42,81.96
2011-02-03 00:00:00,343.44,27.14,81.99
2011-02-04 00:00:00,346.5,27.26,81.84
2011-02-07 00:00:00,351.88,27.68,82.47
2011-02-08 00:00:00,355.2,27.76,81.97
2011-02-09 00:00:00,358.16,27.45,81.55
2011-02-10 00:00:00,354.54,26.99,82.19
2011-02-11 00:00:00,356.85,26.74,81.81
2011-02-14 00:00:00,359.18,26.73,83.88
2011-02-15 00:00:00,359.9,26.62,81.96
2011-02-16 00:00:00,363.13,26.68,82.67
2011-02-17 00:00:00,358.3,26.86,82.86
2011-02-18 00:00:00,350.56,26.72,83.47
2011-02-22 00:00:00,338.61,26.25,84.4
2011-02-23 00:00:00,342.62,26.25,86.01
2011-02-24 00:00:00,342.88,26.43,84.92
2011-02-25 00:00:00,348.16,26.21,84.3
2011-02-28 00:00:00,353.21,26.24,84.49
2011-03-01 00:00:00,349.31,25.83,83.77
2011-03-02 00:00:00,352.12,25.75,84.05
2011-03-03 00:00:00,359.56,25.87,84.78
2011-03-04 00:00:00,360.0,25.62,84.05
2011-03-07 00:00:00,355.36,25.39,83.69
2011-03-08 00:00:00,355.76,25.58,83.57
2011-03-09 00:00:00,352.47,25.56,83.35
2011-03-10 00:00:00,346.67,25.09,80.39
2011-03-11 00:00:00,351.99,25.35,81.12
2011-03-14 00:00:00,353.56,25.36,81.38
2011-03-15 00:00:00,345.43,25.07,80.4
2011-03-16 00:00:00,330.01,24.47,78.35
2011-03-17 00:00:00,334.64,24.46,80.17
2011-03-18 00:00:00,330.67,24.48,79.87
2011-03-21 00:00:00,339.3,25.01,81.83
2011-03-22 00:00:00,341.2,24.98,81.56
2011-03-23 00:00:00,339.19,25.21,81.6
2011-03-24 00:00:00,344.97,25.48,81.72
2011-03-25 00:00:00,351.54,25.29,82.6
2011-03-28 00:00:00,350.44,25.09,82.45
2011-03-29 00:00:00,350.96,25.17,82.24
2011-03-30 00:00:00,348.63,25.28,83.46
2011-03-31 00:00:00,348.51,25.07,83.11
2011-04-01 00:00:00,344.56,25.16,83.65
2011-04-04 00:00:00,341.19,25.22,83.84
2011-04-05 00:00:00,338.89,25.45,84.38
